ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
1656,River South,IGA - CPD - Park 0481 - Ping Tom - II,300 W 19th St,Chicago Park District,1042,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,3/10/10,22000000,22000000,1174799.835,1891209.052,41.85686837,-87.63386709,"(41.856868370692965, -87.63386708568844)",40,35,21194,3,26,8
11654,Montrose/Clarendon,Montrose Clarendon TIF,4400 N Clarendon Av,Harlem Irving Co. & JDL Development Corp.,,"Located in the Uptown community area, the project will redevelop the currently vacant Columbus-Maryville site. The portion of the property on the west side of North Clarendon Avenue will be redeveloped with a 26-story mixed-use building with 381 residential units, including 20 affordable units, and a grocery store of approximately 30,511 square feet at the building's  base along with 278 enclosed parking spaces. The property on the east side of North Clarendon Avenue will include a new 1-story building, consisting of approximately 5,900 square feet of retail space with 11 exterior parking spaces. 10 units will be set aside for Low Income Families whose annual income does not exceed 50% AMI and 10 units will be set aside for Low Income families whose annual income does not exceed 60% AMI.",1/12/16,15880000,125044198,1170083.621,1929442.158,41.9618863,-87.65006015,"(41.9618863012381, -87.65006014985424)",15,31,21186,20,39,37
10627,Homan/Arthington,UCAN CITY TIF,3600 W Fillmore St,Uhlich Children's Advantage Network,,"The proposed project consists of the new construction of a 7 acre Chicagoland institute for transforming youth (CITY) campus.  This development will include two buildings, recreational and open green space, total parking includes 103 spaces. One building will house a three-story, 54,500 square- foot youth home with a maximum of 70 beds. Each living unit will include small kitchens and group rooms. Plans also include a music room, art therapy room, media room and game room. This building will also have an indoor gymnasium and weight room.

The second building will house a two-story 31,200 square foot program office to provide expanded outreach services focusing on areas case management, family support services, workforce development, clinical and counseling services, mentoring and violence interruption/prevention.  
The development will also consist of outdoor recreation space that will include green space and an athletic field.  Both buildings will use energy efficient building construction.",9/10/13,2500000,39086515,1152501.662,1895174.475,41.86821925,-87.71560912,"(41.86821925121685, -87.71560911661228)",30,30,21572,98,14,36
1663,Lawrence/Pulaski,Thai Town Center,4461 N Pulaski Rd,Thai Town Center Inc,1050,"The Thai Town Center project is located in the Lawrence/Pulaski TIF district.  The project consists of the rehabilitation and adaptive reuse of the former 17th district police station. The project includes about 6,000 square feet of commercial/retail space.",9/14/10,1506306,3365730,1148957.377,1929594.372,41.96273998,-87.72772872,"(41.96273998329415, -87.72772872228448)",20,14,21869,117,12,28
10711,35th/Halsted,Vienna Beef,1000 W Pershing Rd,"Vienna Beef, Ltd.",,"The Vienna Beef project is located in the 35/Halsted TIF district. This project consists of the acquisition, relocation and renovation of the Vienna Beef manufacturing facility. The facility will be relocated from 2501 N. Damen to an existing under-utilized 103,445 square feet facility within the TIF district located at 1000 West Pershing Road.",6/11/13,4970000,12268346,1170253.47,1879012.726,41.82350098,-87.65091032,"(41.82350097872139, -87.65091031737369)",37,58,14924,172,48,26
10970,Lawrence/Broadway,Leland Hotel,1201 W Leland Av,Leland L.P.,,"Located in the Uptown community, the project consists of rehabilitating a 75,000 square foot six-story building.  The building will include 137 apartments and rental commercial space on first floor.",2/25/02,2000000,14774804,1167441.321,1931316.652,41.96708739,-87.65972052,"(41.96708738517241, -87.65972052321467)",15,31,22616,611,39,37
500080,Woodlawn,The Strand,6315 S Cottage Grove Av,"Historic Strand, LP",,"The former Strand Hotel is a city-owned building located at 6315 S. Cottage Grove.  The developer, Holsten R.E. Development is seeking to rehabilitate the existing building into affordable multifamily housing targeting veterans and others with household incomes at or below 60% of AMI.  The Strand is a five story brick structure with stone accents.  Upon completion the development will include 62 one-bedroom units and 1 two-bedroom managers unit.  The site also includes an adjacent vacant parcel in the rear of the building, at 6314 S. Maryland, that will be redeveloped into a parking lot with an estimated 28 parking spaces.",4/8/14,2000000,22916932,1182690.738,1863235.377,41.7799265,-87.60577294,"(41.779926504277796, -87.60577293833379)",60,9,22260,347,4,53
11073,Humboldt Park Commercial,IGA - CBE - Jose De Diego Elementary,1313 N Claremont Av,Chicago Public Schools,,Jose De Diego Elementary School -  IGA pending,5/1/13,400000,552000,1160540.669,1908752.314,41.90531549,-87.68572006,"(41.905315488660484, -87.6857200549393)",4,25,21560,516,41,24
11047,Western/Ogden,IGA - CBE - Plamondon 2013,2642 W 15th Pl,Chicago Public Schools,,CPS - Plamondon - IGA pending,8/12/13,3000000,3000000,1158816.302,1892329.996,41.86028668,-87.69250468,"(41.86028667955628, -87.6925046809117)",43,30,14920,16,23,11
1543,Western Avenue South,N. Center Sr. - Park - TACH,4040 N Oakley Av,TACH Development Company LLC,723,"Located in the North Center community, the project developed two park.  The Central Green Park is 20,000 square feet and Corner Park is 7,600 square feet.  Both parks include grassy open areas, walkways, benches, lighting, landscaping, and a fountain.",3/12/08,1165000,2468000,1160265.995,1926956.209,41.95527387,-87.68622434,"(41.95527387396927, -87.6862243362722)",39,46,21538,623,18,13
13404,North Pullman,IGA - CPD - Gately Park,810 E 103rd St,Chicago Park District,,"Chicago Park District will construct; (i) the area's first hydraulically-banked 200-meter track, (ii) seating capacity for 3,500 individuals, (iii) an approximately 4,000 square foot warm up area, eight sprint lanes, two long and triple jump runways and pits, pole vaults and pads, high jump area and scoreboards; and (iv) an approximately 22,000 square foot designated space within the facility for ""After School Matters"" programming which will be used for dance programs, multi-purpose labs for art, science and technology, and full culinary kitchen for cooking classes.",11/14/18,10000000,56671818,1183518.959,1836886.446,41.70760293,-87.60355582,"(41.70760292545987, -87.60355582183975)",19,47,21861,643,35,9
1028,LaSalle Central,United Airlines Headquarters,233 S Wacker Dr,"UAL Corp. and United Airlines, Inc.",788,"Located in the Loop, the project includes renovation of approximately 400,000 square feet of office and lobby space for the United Airlines Headquarters.",9/8/09,25889768,71786650,1174011.902,1899107.617,41.87856015,-87.63652387,"(41.87856015362371, -87.63652387205532)",46,38,14914,92,36,48
1237,Central Loop,IGA - CTA - Block 37,108 N State St,Chicago Transit Authority,11,"Located in the Loop, the Chicago Transit Authority constructed a new four level below grade structure for use as CTA station.  The station also includes 26,000 square feet of retail space and some off-block track improvements.",10/13/06,42350000,158150000,1176312.76,1900898.416,41.88342264,-87.62802165,"(41.88342263701488, -87.62802165207536)",41,38,14310,92,36,22
1299,Kinzie Industrial Corridor,Nanoink,1337 W Randolph St,"Nanoink, Inc.",101,"The project includes rehabilitation of a 46,400 square foot laboratory, the mechanical engineering, and office building.",8/13/02,1000000,5940753,1167507.742,1901068.1,41.88408229,-87.66034921,"(41.884082288513554, -87.66034920815707)",44,29,14917,63,46,41
1758,Western/Ogden,IGA - CPD - Park 0400 - Claremont,2334 W Flournoy St,Chicago Park District,2111,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,10/3/12,250000,500000,1160767.154,1897031.065,41.87314668,-87.68521331,"(41.87314668437623, -87.68521330710944)",28,29,21184,757,23,48
1717,47th/King Drive,IGA - CBE - ADA - Attucks,5055 S State St,Chicago Public Schools,1152,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,1000000,1003000,1177176.077,1871285.644,41.80214349,-87.6257474,"(41.80214349010087, -87.62574740239889)",10,4,21192,449,9,12
1417,Near North,North Town Village II,1421 N Halsted St,NTV Limited Partnership,284,"Thirty-two (32) buildings to be located on Lots 2, 4-25, 27-30 and 33-36 in the Plat of Subdivision of North Town Village Chicago, Illinois, and which shall contain, as of the completion of construction thereof, 145 multi-family residential dwelling units, 40 of which will comprise the Low-Income Project. The 40 CHA units to be financed with HOME Funds and required to be occupied by Low-Income Families.",10/12/99,8600000,55000000,1170794.987,1909451.505,41.9070155,-87.64803227,"(41.907015495773344, -87.6480322734244)",54,37,22620,108,46,41
1616,Fullerton/Milwaukee,Sachs Hairpin - Lofts,3414 W Diversey Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",941,The Sachs Hairpin Lofts project is located in the Fullerton/Milwaukee TIF District. The project consists of the rehabilitation of a 6-story building containing 28 residential rental units. 25 units will be affordable.,11/27/09,7151770,11062899,1153078.89,1918447.998,41.93207259,-87.71287204,"(41.93207259354385, -87.71287203813056)",39,22,22535,55,12,15
1461,Northwest Industrial Corridor,Brach's - 401 N Cicero,401 N Cicero Av,MLRP 401 Cicero LLC,408,Construct 520k sf LEED certified distribution / light industrial facility with 200 parking spaces,1/8/08,10600000,42676609,1144336.566,1902310.797,41.88795951,-87.74540567,"(41.887959508176415, -87.74540566874559)",32,26,22216,695,23,11
1327,26th/King Drive,Mercy Hospital,2525 S Michigan Av,Mercy Hospital and Medical Center,142,"Located in the Near South Side community area, this project is for the rehabilitation of the main campus hospital building, site preparation for the sale of the eastern portion of the site for residential development, and other costs associated with the acquisition and environmental remediation for hospital parking rehab hospital, site prep, environmental remediation.",12/13/05,38000000,263151638,1177690.144,1887533.373,41.84671696,-87.62336973,"(41.84671695664648, -87.62336972761213)",40,34,21194,193,10,48
13148,Near North,Parkside Four Phase II,1029 N Cleveland Av,Holsten Real Estate Development,,"As one of CHA's Plan Forward developments, Parkside Four Phase II will be the last rental phase of the Parkside of Old Town development.  The Parkside of Old Town development, which is located in the Near North Community area, spans from Division on the north, Orleans on the east, Larrabee on the west, and Oak Street on the south. To date, 592 units of mixed-income rental and for-sale housing has been erected on site in a combination of mid-rises, walk-ups, town homes and condominiums.  Of the 592 units, 175 are CHA/PH units, 148 are affordable to households at the 60% AMI levels and below, and 269 are for market rate tenants.
 
This phase will consist of new construction of 134 mixed-income rental units that range from studios, up-to four-bedrooms, and will be housed in a combination of two- and three-story walk-ups, town homes, and a seven story mid-rise building. Of the 134 units, 69 will be housed in the mid-rise structure, 32 in town homes, and 33 in two, three-story walk-ups. The CHA/PH, as well as affordable units will rent to tenants at the 80% AMI and below levels.  Additional amenities will include off-street parking, outdoor spaces and community space.  All of the land is CHA-owned, and CHA will issue a long-term ground lease.  

Holsten Real Estate Development is the developer and has been for all of the Parkside of Old Town phases.",1/15/19,12000000,61055285,1172730.099,1907421.998,41.90140378,-87.64098402,"(41.90140377678921, -87.6409840191962)",54,37,14926,148,46,41
1315,43rd/Cottage Grove (DOH),Hearts Multi-Family 3,550 E 41st St,Hearts United Phase lll L.P.,120,"Located in Grand Boulevard, the project includes construction of two row houses and seven six-flats on 9 sites, which total 53 residential units.  Of the 53 units, 87% are affordable housing at 60% area median income.",10/23/01,1469000,10983652,1180901.323,1877976.585,41.82041901,-87.61187953,"(41.82041900967597, -87.61187952486645)",36,4,4301,583,10,1
1316,Archer Courts,Archer Courts - Phase I - Apts,2242 S Princeton Av,Community Housing Partners XV L.P.; Chicago Community Development Corp.; et Voice of the People,121,"Located in Armour Square, the project includes the rehabilitation of two apartment buildings.  The buildings will have 147 units with 145 of those units affordable at 60% area median income.",1/12/99,2500000,11040129,1174528.583,1889278.897,41.85157794,-87.63492035,"(41.85157794309647, -87.63492034466017)",40,35,21194,3,26,8
11072,Foster and California,IGA - CBE - Budlong Elementary,2701 W Foster Av,Chicago Public Schools,,"An Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) to reimburse the Chicago Board of Education for the costs associated with the complete renovation of bathrooms at Budlong Elementary School. This project includes the complete demolition and replacement of new bathrooms on the first, second and third floors of the school to provide modern accessibility and bring the facility into current code compliance.",9/24/15,2200000,2200000,1157387.173,1934388.087,41.97572652,-87.69660443,"(41.97572651851171, -87.69660442713682)",20,6,21849,28,24,46
1723,Midwest,IGA - CBE - ADA - Lawndale,3500 W Douglas Bv,Chicago Public Schools,1158,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,2500000,2500845,1153224.421,1893272.908,41.86298684,-87.71300615,"(41.862986834878505, -87.71300615142987)",57,30,21569,772,14,36
12918,116th/Avenue O,Avenue O,11739 S Burley Av,Northpoint Development,,"The Developer is planning to develop a state-of-the-art business park in 3 phases. Phase 1 would consist of approximately 940,000 square feet, Phase 2 would consist of approximately 740,000 square feet, and Phase 3 would consist of approximately 580,000 square feet.",10/9/18,42400000,164459066,1199625.852,1827555.141,41.68160723,-87.54488594,"(41.68160722944379, -87.54488594067055)",25,52,21202,787,47,47
1292,Canal/Congress,550 W Adams - USG,550 W Adams St,550 Adams LLC,86,"The project consists of construction of an 18-story, 471,000 square feet office building for USG corporate headquarters and their affiliates.  The project will also have an 11,000 square feet green roof and LEED certification.",4/13/04,9750000,132340000,1172619.94,1899399.792,41.8793928,-87.64162618,"(41.87939279810978, -87.64162617690114)",45,29,4452,786,36,48
1242,119th/I-57,Renaissance Estates,1555 W 122nd St,JTA Development,18,The project will construct 86 housing units including 80 condominiums and six single family homes.  20% of the units will be affordable units at 100% area median income.,2/11/03,3600000,18411668,1167941.369,1823770.689,41.6719592,-87.66097617,"(41.671959201963354, -87.66097616459349)",13,50,22212,662,22,45
502011,Western/Rock Island,Buona Beef,10633 S Western Av,Keystone Ventures LLC,,"Located in the Beverly Community, Beverly Western Partners/Buona Beef project includes is a 3,940 SF restaurant with drive-through service, a 2,100 SF retail building, and 28 off-street parking spaces. This TIF assistance request is in the amount of no more than $450K and will assist in the construction of new retail development within the Western/Rock Island TIF. The project will include the demolition of 3 existing buildings and the development of two commercial buildings and parking for 28 vehicles. The total project cost is $2.8 million.  The project is expected to generate approximately 50- 60 new jobs.

Beverly Western Partners LLC  is owned by Keystone Ventures, LLC (principal is Timothy Hague) and 1419 Properties, LLC (principal Carlo Buonavolanto )",6/10/14,450000,2846974,1162320.536,1833913.035,41.69991014,-87.68126757,"(41.69991014337247, -87.68126756737111)",13,71,22212,609,42,33
13244,Western Avenue North,Amundsen High CPS IGA Winnemac Impr,5110 N Damen Av,Chicago Public Schools,,"This is an intergovernmental agreement between DPD and CPS to use TIF financing to rehabilitate the athletic fields field at Amundsen High School. 

The field is located in  Winnemac Park in the Lincoln Square neighborhood    

The project installed  a 5,000 square foot synthetic turf featuring:
--new drainage 
--concrete containment curbing
--landscape improvements

The project was completed in August 2018 at a cost of 
$2,800,000 with $1,400,000 or 50% coming form TIF and the remaining funding coming from a $1,000,000 donation and $400,00 for the Chicago Board of Education",6/27/18,1400000,2800000,1162034.157,1934187.196,41.97507922,-87.67952139,"(41.97507921514951, -87.67952139085273)",20,6,21849,106,24,13
1489,Central West,Rush University Medical Center,1611 W Harrison St,Rush University Medical Center,602,"Rush University Medical Center is a major medical center on the west side.  The project is a multi-phased expansion/rehabilitation of their campus, which includes: demolition and replacement of 7 obsolete structures; renovation of 7 buildings; design and construction of a new Patient Care Tower, a 213,000 square foot Ambulatory Care Center, parking structure, central energy plant, loading docks and a new emergency room.",1/8/08,75000000,900701000,1165664.305,1897409.399,41.87408199,-87.66722276,"(41.874081988696005, -87.66722275934995)",28,29,21184,5,46,48
1352,Fullerton/Milwaukee,Florsheim - Footwear Factory,3927 W Belmont Av,Footwear Factory Development Corp,185,"Located in the Logan Square community, the project rehabilitated a 6-story building into 175 condominium units, and includes 35 affordable units with 80-100% area median income.  The project will also include approximately 6,500 square feet of commercial space, 191 parking spaces, and a green roof that will total 50% of the roof area.",6/14/05,8500000,55900000,1149797.37,1920953.645,41.93901283,-87.7248659,"(41.93901283171222, -87.72486590413378)",39,22,21538,215,21,7
1769,Jefferson Park,IGA - CPD - Park 0094 - Jefferson Memorial,4822 N Long Av,Chicago Park District,2122,"The TIF-Funded Improvements for the Project include the following: demolition of the existing playground, design of new playground, installation of drainage, utilities, surfacing, play equipment and furnishings, spray feature, and landscaping.""",6/20/11,600000,600000,1139458.138,1931593.737,41.96840534,-87.76260533,"(41.96840533730257, -87.76260532507628)",48,11,21869,129,50,20
1240,Central Loop,Majestic Bldg,18 W Monroe St,"Shubert Hotel Associates, LLC and Monroe Presentation, LLC",14,"Located in the Loop, the project includes subdividing a 20-story building known as ""Majestic Building"".The project consists of renovating the first five floors to a 2,000 seat performing arts theater and convert the top 15 floors from office space to hotel space.  No city funds are used for hotel conversion.",12/10/02,5564650,40537650,1176207.748,1899959.346,41.88084814,-87.62843558,"(41.880848142504874, -87.62843558025095)",34,38,14311,92,36,22
1301,Montclare,Montclare Sr Residence Belden Phase I,6650 W Belden Av,"Montclare Sr. Resid. Phase I, L.P.",103,"Located in Montclare, the project includes the construction of a 6-story senior residential building.  There building will include 153 rental units and 1 staff unit.  All rental units affordable at 60% area median income and age restricted of 55 or older, and include 47 units at 50% area median income.",8/8/00,4853000,21110808,1131547.932,1914379.416,41.92130822,-87.79209096,"(41.92130822275419, -87.79209095804886)",3,18,4454,136,7,39
1397,Chatham Ridge,87th Dan Ryan Shopping Center,112 W 87th St,L&O Partnership,259,"The project includes construction of an 186,000 square foot shopping center on a 14 acre site.  The project will also consist of 6 outlot buildings totaling 33,000 square feet, 700 parking spaces, and landscaping.",11/25/86,3151400,21706560,1176892.365,1847318.001,41.73638005,-87.62750922,"(41.736380045588184, -87.62750921902564)",59,40,21554,1,13,18
1366,Roseland/Michigan,Roseland Plaza,11500 S Michigan Av,Crown Commercial Real Estate & Development,205,"The Roseland Plaza project is located in the Roseland/Michigan TIF district. The project consist of the construction of a one-story retail development that includes, an Aldi grocery store, CVS/Pharmacy, a bank, a family restaurant, a general merchandise retail store and 41,000 square feet of additional retail space.",5/12/09,5000000,16000000,1178837.454,1828709.281,41.68527122,-87.62094716,"(41.68527122290357, -87.62094715838595)",19,50,21861,229,43,30
13406,Western Avenue South,IGA - CPD - Revere Park Field House,2509 W Irving Park Rd,Chicago Park District,,"The Chicago Park District will make improvements to the two buildings, Fieldhouse and Boys and Girls Clubhouse, on the Property, which will include a new roof, door and window renovations, ADA elevator and ramp improvements, interior finish improvements, heating and ventilation system replacement, and gymnasium floor replacement.",11/14/18,6000000,6000000,1158905.367,1926442.479,41.95389225,-87.69124042,"(41.95389225434023, -87.69124042147075)",39,46,21538,110,18,13
12414,Western Avenue South,IGA - CBE - ADA - Coonley III,4046 N Leavitt St,Chicago Public Schools,,Intergovernmental Agreement between the city of Chicago and Chicago Board of Education,9/1/17,1294770,1294770,1160924.137,1927061.47,41.95554905,-87.68380195,"(41.95554905400421, -87.68380194599335)",39,46,21538,623,18,13
1058,24th/Michigan,Broad Shoulders Brewery,2337 S Michigan Av,BSB Holdings LLC,2246,"Located in the Near South Side community, Broad Shoulders Brewery is rehabilitating a three story building into a 5,130 square foot micro-brewery/tasting room and 3,716 square foot office space.  Work includes interior improvements and historically sensitive exterior restoration.",8/14/12,628000,3140000,1177621.249,1888730.929,41.8500047,-87.62358624,"(41.85000469552829, -87.62358624366739)",40,34,21194,193,9,48
12314,Pilsen Industrial Corridor,IGA-BOE-Perez Playground Improvements,1421 W 19th St,Chicago Public Schools,,"Perez Elementary School is located in the Pilsen Community Area. TIF financing will be used for the installation of new playground equipment, installation of basketball equipment and court surfacing,  new rubberized safety surface and an artificial turf field, fencing improvements and site accessibility improvements.",5/24/17,800000,800000,1167096.993,1890808.222,41.85593717,-87.6621521,"(41.85593717254048, -87.6621521024907)",43,33,14920,365,26,8
11051,Western Avenue North,IGA - CBE  - McPherson,4728 N Wolcott Av,Chicago Public Schools,,"This project includes the costs associated with the planning, design, and construction a three
phased master plan for the McPherson Elementary School campus. Friends of McPherson and the
school's principal have been working in conjunction with Openlands to create the master plan.
Development activities include parking, playground improvements, artificial turf field, walkways,
native plantings and gardens, lighting and site furnishings, drainage, utility improvements and
accessibility enhancements. The complete development program for the master plan is as follows.
CPS is requesting TIF funds to support Phase 1 and Phase 3 of the master plan. An Illinois Green
Infrastructure Grant has been applied for by Friends of McPherson and is anticipated to cover costs
associated with Phase 2 of the plan.",10/8/14,400000,800000,1162923.519,1931558.605,41.96784758,-87.67632505,"(41.96784758016131, -87.67632504502491)",15,6,22616,225,18,13
1760,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark III - Boathouse,3400 N Rockwell St,Chicago Park District,2113,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,6/6/12,1000000,7400000,1158226.523,1922486.977,41.94305204,-87.69384443,"(41.94305204108928, -87.69384442695068)",39,46,21538,110,18,13
1257,Central Loop,332 S Michigan Ave,332 S Michigan Av,330 S Michigan Ave. LLC,45,"Located in the Loop, the project includes renovation and rehabilitation of the first 14 floors of the building.  The building  also upgrades the life and safety systems.",11/10/98,2030000,23338030,1177304.174,1898741.01,41.87748018,-87.62444659,"(41.87748017697733, -87.62444658849093)",29,38,14912,367,36,48
1332,Peterson/Pulaski,Beltone,4201 W Victoria St,Centerpoint Properties Trust,152,"The project includes rehabilitation of an existing building.  The existing 130,000 square feet building is divided into multiple tenant industrial and manufacturing space.  The space received  repairs and improvements to mechanical systems, parking lot, roof, exterior & landscaping.",9/12/06,1000000,7746274,1147355.822,1937604.081,41.9847501,-87.73341086,"(41.9847500983834, -87.73341085991939)",18,13,22532,748,38,28
1043,Stockyards Annex,Experimur Properties,4045 S Morgan St,"Experimur Properties, LLC",2041,"Located in the New City community, the project includes  the complete rehabilitation of a 54,000 square foot building for a medical research laboratory.  The work includes complete demolition of interior walls and the build out of new lab space, offices, conference rooms, workout room for employees and a kitchen/cafeteria.",12/13/11,3700000,20800063,1170357.145,1877787.28,41.82013597,-87.6505657,"(41.8201359716828, -87.65056569613911)",37,59,14924,123,48,26
1435,West Ridge Peterson,Venture - Peterson Ave,2036 W Peterson Av,May Company,306,"Located in the West Ridge community area, the project constructed a 110,000 square foot shopping center.",8/27/86,3000000,12000000,1161506.43,1939897.646,41.99075995,-87.68130216,"(41.99075994482433, -87.68130215769236)",50,20,4450,43,24,46
1726,Western/Ogden,IGA - CBE - ADA - Plamondon,2642 W 15th St,Chicago Public Schools,1161,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,1748000,1749270,1158811.194,1892661.213,41.86119568,-87.69251436,"(41.86119567914405, -87.6925143580798)",43,30,14920,16,23,11
12568,Fullerton/Milwaukee,New Congress Theater,2100 N Milwaukee Av,"Palmet Venture, LLC",,"Located in the Logan Square neighborhood in the 1st Ward, the New Congress Theater is a 92,000 square foot historic rehabilitation/renovation project. The project will renovate the historic theater to create a modern live music venue, as well as renovate the street level retail and turn old apartments into a boutique hotel and new affordable housing.",6/12/18,9650000,69241050,1158854.861,1913854.541,41.91935116,-87.69177239,"(41.919351154774866, -87.69177239001796)",1,23,22535,294,41,24
500251,Lawrence/Pulaski,Eugene Field Park (4314),5125 N Pulaski Rd,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,6/26/13,345000,345000,1148838.432,1933855.615,41.97443544,-87.72805536,"(41.97443543984304, -87.7280553564333)",20,14,21849,127,38,28
1353,69th/Ashland,Food 4 Less,7030 S Ashland Av,Ralphs Grocery Company,186,"Located in the West Englewood community, the project includes construction of a 62,000 square foot grocery store and 223 space parking lot.",9/14/04,977000,11878878,1166858.452,1857955.501,41.76579077,-87.66396689,"(41.76579077043187, -87.66396688645497)",23,65,22257,283,31,17
1582,47th/Halsted,IGA - CPD - Park 0004 - Fuller,331 W 45th St,Chicago Park District,810,Intergovernmental Agreement between the City of Chicago and Chicago Park District,6/3/09,3000000,3000000,1174677.948,1874997.454,41.81238512,-87.63479837,"(41.81238512275114, -87.63479837061321)",37,3,14924,189,9,12
1716,35th/Halsted,IGA - CBE - ADA - Armour,950 W 33rd Pl,Chicago Public Schools,1151,"$2,673,750 in TIF financing to reimburse the Chicago Board of Education for ADA improvements made at Armour School.  Improvements include interior and exterior doors, ramps, electrical and plumbing to bathrooms and signage.",4/13/11,2673750,4205845,1170302.817,1882796.194,41.8338821,-87.65061898,"(41.83388209925066, -87.65061897501748)",43,58,14920,171,48,26
1367,Pratt/Ridge,S & C Electric,6601 N Ridge Bv,"S&C Electric Co., a Delaware corp.",206,"The development site contains twenty buildings, housing approximately 1,125,000 square feet of manufacturing space.  The project will rehabilitate and renovate the existing buildings, construct new buildings, purchase machinery and equipment, and train employees.  The project will consist of seven phases.",3/8/05,39735000,138150000,1162259.587,1943905.561,42.00174202,-87.67841912,"(42.00174201826304, -87.67841912356384)",9,10,21853,242,27,42
12416,Central West,IGA - CBE - ADA - Darwin Elementary III,3116 W Belden Av,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,9/1/17,1000000,5626749,1155126.902,1915284.203,41.92334998,-87.70543099,"(41.923349976671894, -87.70543098761328)",1,23,22535,371,40,10
10949,Chicago/Central Park,West Humboldt Place - Children's Place,3533 W Chicago Av,Children's Place Association,,"The Children's Place Association proposes construction of a 13 unit, 3 story rental building with subsidized apartments for low-income families in which at least one member (head of household) has a disability. The housing will be permanent housing and include onsite supportive services and space for resident activities on the first floor. These amenities include a community room, communal kitchen, and a computer resource area. Supportive services will be provided to all tenants by Children's Place and will include case management, family success coaching, mental health therapy, job training and educational assistance. The building will contain studio, two-bedroom and three-bedroom units. All of the units will be available to people with disabilities. The exterior of the building will be a brick veneer with fiber cement panels running vertically between the windows on the second and third floors. There will be a surface parking lot with 9 spaces which will be accessed off of an adjoining alley directly south of the building.",9/13/13,1000000,5042724,1152554.526,1905066.455,41.89536284,-87.71515345,"(41.89536283762286, -87.7151534540884)",30,24,21572,584,46,41
1016,Central Loop,Sullivan Center,1 S State St,"One South State Street, L.L.C.",239,"Located in the Loop, the project includes renovation and rehabilitation of 700,000 square feet of existing retail space,  The project also includes renovating 300,000 square feet as office space with a separate entrance on State St.",6/8/99,14977400,72458143,1176418.992,1900379.096,41.8819952,-87.62764725,"(41.88199519763546, -87.62764724522982)",34,38,14311,367,36,22
1308,Central West,950 W Monroe Condo,950 W Monroe St,"950 W Monroe Development, LLC",111,"The project includes construction of a 9-story 99 condominium building, 105 parking spaces, 3,500 square feet of ground floor retail.  The project have 22 affordable units, including 10 CPAN units.",1/27/04,2890000,34500000,1169875.267,1899790.413,41.88052495,-87.65169272,"(41.880524948959525, -87.65169271542312)",44,29,14917,91,26,48
1054,47th/King Drive,Rosenwald Courts,4600 S Michigan Av,Rosenwald Courts Apartments LP,2072,"The Rosenwald Courts project is located in the 47th/King Drive TIF district. The project consists of the acquisition and rehabilitation of the Landmark Rosenwald building. The project includes 235 one and two bedroom rental units for seniors and families, 81,700 square feet of retail/office space, a new parking structure with a ground floor grocery store and land for off-site parking.",7/10/12,25000000,109842757,1177890.541,1874521.59,41.81100705,-87.62302911,"(41.81100704687339, -87.62302910923805)",36,4,4301,354,9,12
1024,71st/Stony Island,Montclare Senior Residences Of Avalon Park Phase 1,1200 E 78th St,"Montclare Senior Residences of Avalon Park Phase I, LLC et al",740,New construction of 102 all affordable senior units consisting of 60 1-bedroom and 42 studio units. Common space on the ground floor includes activity spaces and medical facility.,5/13/08,1850000,22077495,1185587.742,1853564.459,41.75332086,-87.5954564,"(41.753320860890014, -87.59545640086542)",61,41,21546,133,35,9
11803,47th/Halsted,IGA - CBE - Hope,5515 S Lowe Av,Chicago Public Schools,,"Located in the Englewood community area, the project includes funds for the planing design and construction of new playground at John Hope College Prep.",3/16/16,287000,287000,1172948.54,1868120.666,41.79355292,-87.64134488,"(41.7935529153298, -87.64134487775173)",11,66,21559,113,4,12
1722,Lawrence/Kedzie,IGA - CBE - ADA - Peterson,5510 N Christiana Av,Chicago Public Schools,1157,"$500,000 in TIF Financing to reimburse the Chicago Board of Education for ADA improvements made at Peterson School. Improvments included new ramps, interior and exterior doors, fire alarms, bathrooms and drinking fountains.",4/13/11,500000,1980179,1153016.828,1936489.312,41.98158042,-87.71261988,"(41.981580414778016, -87.71261988426222)",20,13,21849,167,38,46
